ROI,Subject,Effect, LocalizerSize,EffectSize,System,Localizer,Task,Hemisphere,Type,SentType,Version,SentTask
LH_MFG,718,N,46,1.632855,Language,V3,MemoryLast,LH,OneSentence,OneSentence,V3,MemoryLast
LH_MFG,719,S,46,1.544559,Language,V3,MemoryLast,LH,OneSentence,OneSentence,V3,MemoryLast
LH_MFG,719,N,46,0.478465,Language,V3,MemoryLast,LH,OneSentence,OneSentence,V3,MemoryLast
LH_MFG,720,S,46,2.699423,Language,V3,MemoryLast,LH,OneSentence,OneSentence,V3,MemoryLast
LH_MFG,720,N,46,2.094679,Language,V3,MemoryLast,LH,OneSentence,OneSentence,V3,MemoryLast
LH_MFG,722,S,46,5.198887,Language,V3,MemoryLast,LH,OneSentence,OneSentence,V3,MemoryLast
LH_MFG,722,N,46,2.970356,Language,V3,MemoryLast,LH,OneSentence,OneSentence,V3,MemoryLast
LH_MFG,724,S,46,1.971921,Language,V3,MemoryLast,LH,OneSentence,OneSentence,V3,MemoryLast
LH_MFG,724,N,46,0.76614,Language,V3,MemoryLast,LH,OneSentence,OneSentence,V3,MemoryLast
LH_MFG,838,S,46,1.500553,Language,V3,MemoryLast,LH,OneSentence,OneSentence,V3,MemoryLast
LH_MFG,838,N,46,0.465692,Language,V3,MemoryLast,LH,OneSentence,OneSentence,V3,MemoryLast
LH_MFG,840,S,46,2.978624,Language,V3,MemoryLast,LH,OneSentence,OneSentence,V3,MemoryLast
LH_MFG,840,N,46,1.278838,Language,V3,MemoryLast,LH,OneSentence,OneSentence,V3,MemoryLast
LH_MFG,841,S,46,0.439514,Language,V3,MemoryLast,LH,OneSentence,OneSentence,V3,MemoryLast
LH_MFG,841,N,46,0.933739,Language,V3,MemoryLast,LH,OneSentence,OneSentence,V3,MemoryLast
LH_MFG,842,S,46,1.683521,Language,V3,MemoryLast,LH,OneSentence,OneSentence,V3,MemoryLast
LH_MFG,842,N,46,0.80212,Language,V3,MemoryLast,LH,OneSentence,OneSentence,V3,MemoryLast
LH_MFG,843,S,46,1.521823,Language,V3,MemoryLast,LH,OneSentence,OneSentence,V3,MemoryLast
LH_MFG,843,N,46,1.162046,Language,V3,MemoryLast,LH,OneSentence,OneSentence,V3,MemoryLast
LH_MFG,849,S,46,0.545229,Language,V3,MemoryLast,LH,OneSentence,OneSentence,V3,MemoryLast
LH_MFG,849,N,46,-0.627585,Language,V3,MemoryLast,LH,OneSentence,OneSentence,V3,MemoryLast
LH_MFG,866,S,46,1.679067,Language,V3,MemoryLast,LH,OneSentence,OneSentence,V3,MemoryLast
LH_MFG,866,N,46,0.742519,Language,V3,MemoryLast,LH,OneSentence,OneSentence,V3,MemoryLast
LH_AntTemp,212,S,162,1.215941,Language,V3,MemoryLast,LH,OneSentence,OneSentence,V3,MemoryLast
LH_AntTemp,212,N,162,-0.313969,Language,V3,MemoryLast,LH,OneSentence,OneSentence,V3,MemoryLast
LH_AntTemp,249,S,162,1.092103,Language,V3,MemoryLast,LH,OneSentence,OneSentence,V3,MemoryLast
LH_AntTemp,249,N,162,-0.01791,Language,V3,MemoryLast,LH,OneSentence,OneSentence,V3,MemoryLast
LH_AntTemp,338,S,162,0.654451,Language,V3,MemoryLast,LH,OneSentence,OneSentence,V3,MemoryLast
LH_AntTemp,338,N,162,0.244597,Language,V3,MemoryLast,LH,OneSentence,OneSentence,V3,MemoryLast
LH_AntTemp,365,S,162,0.153216,Language,V3,MemoryLast,LH,OneSentence,OneSentence,V3,MemoryLast
LH_AntTemp,365,N,162,-0.242368,Language,V3,MemoryLast,LH,OneSentence,OneSentence,V3,MemoryLast
LH_AntTemp,382,S,162,0.516542,Language,V3,MemoryLast,LH,OneSentence,OneSentence,V3,MemoryLast
LH_AntTemp,382,N,162,-0.008784,Language,V3,MemoryLast,LH,OneSentence,OneSentence,V3,MemoryLast
LH_AntTemp,426,S,162,2.012546,Language,V3,MemoryLast,LH,OneSentence,OneSentence,V3,MemoryLast
LH_AntTemp,426,N,162,-0.201552,Language,V3,MemoryLast,LH,OneSentence,OneSentence,V3,MemoryLast
LH_AntTemp,551,S,162,0.5159,Language,V3,MemoryLast,LH,OneSentence,OneSentence,V3,MemoryLast
LH_AntTemp,551,N,162,-0.535796,Language,V3,MemoryLast,LH,OneSentence,OneSentence,V3,MemoryLast
LH_AntTemp,553,S,162,2.172801,Language,V3,MemoryLast,LH,OneSentence,OneSentence,V3,MemoryLast
LH_AntTemp,553,N,162,0.024525,Language,V3,MemoryLast,LH,OneSentence,OneSentence,V3,MemoryLast
LH_AntTemp,584,S,162,0.247215,Language,V3,MemoryLast,LH,OneSentence,OneSentence,V3,MemoryLast
LH_AntTemp,584,N,162,-0.784515,Language,V3,MemoryLast,LH,OneSentence,OneSentence,V3,MemoryLast
LH_AntTemp,602,S,162,-0.17188,Language,V3,MemoryLast,LH,OneSentence,OneSentence,V3,MemoryLast
LH_AntTemp,602,N,162,-0.220869,Language,V3,MemoryLast,LH,OneSentence,OneSentence,V3,MemoryLast
LH_AntTemp,604,S,162,1.113078,Language,V3,MemoryLast,LH,OneSentence,OneSentence,V3,MemoryLast
LH_AntTemp,604,N,162,0.481602,Language,V3,MemoryLast,LH,OneSentence,OneSentence,V3,MemoryLast
LH_AntTemp,605,S,162,1.221038,Language,V3,MemoryLast,LH,OneSentence,OneSentence,V3,MemoryLast
LH_AntTemp,605,N,162,-0.27163,Language,V3,MemoryLast,LH,OneSentence,OneSentence,V3,MemoryLast
LH_AntTemp,606,S,162,1.03988,Language,V3,MemoryLast,LH,OneSentence,OneSentence,V3,MemoryLast
LH_AntTemp,606,N,162,0.19227,Language,V3,MemoryLast,LH,OneSentence,OneSentence,V3,MemoryLast
LH_AntTemp,673,S,162,0.869839,Language,V3,MemoryLast,LH,OneSentence,OneSentence,V3,MemoryLast
LH_AntTemp,673,N,162,0.304559,Language,V3,MemoryLast,LH,OneSentence,OneSentence,V3,MemoryLast
LH_AntTemp,674,S,162,0.927815,Language,V3,MemoryLast,LH,OneSentence,OneSentence,V3,MemoryLast
LH_AntTemp,674,N,162,0.261398,Language,V3,MemoryLast,LH,OneSentence,OneSentence,V3,MemoryLast
LH_AntTemp,675,S,162,2.297106,Language,V3,MemoryLast,LH,OneSentence,OneSentence,V3,MemoryLast
LH_AntTemp,675,N,162,1.103933,Language,V3,MemoryLast,LH,OneSentence,OneSentence,V3,MemoryLast
LH_AntTemp,680,S,162,0.655113,Language,V3,MemoryLast,LH,OneSentence,OneSentence,V3,MemoryLast
LH_AntTemp,680,N,162,-0.179873,Language,V3,MemoryLast,LH,OneSentence,OneSentence,V3,MemoryLast
LH_AntTemp,707,S,162,0.799444,Language,V3,MemoryLast,LH,OneSentence,OneSentence,V3,MemoryLast
LH_AntTemp,707,N,162,0.1436,Language,V3,MemoryLast,LH,OneSentence,OneSentence,V3,MemoryLast
LH_AntTemp,709,S,162,1.354039,Language,V3,MemoryLast,LH,OneSentence,OneSentence,V3,MemoryLast
LH_AntTemp,709,N,162,0.217875,Language,V3,MemoryLast,LH,OneSentence,OneSentence,V3,MemoryLast
LH_AntTemp,710,S,162,0.606634,Language,V3,MemoryLast,LH,OneSentence,OneSentence,V3,MemoryLast
LH_AntTemp,710,N,162,0.33567,Language,V3,MemoryLast,LH,OneSentence,OneSentence,V3,MemoryLast
LH_AntTemp,711,S,162,0.9437,Language,V3,MemoryLast,LH,OneSentence,OneSentence,V3,MemoryLast
LH_AntTemp,711,N,162,0.010187,Language,V3,MemoryLast,LH,OneSentence,OneSentence,V3,MemoryLast
LH_AntTemp,712,S,162,0.662372,Language,V3,MemoryLast,LH,OneSentence,OneSentence,V3,MemoryLast
LH_AntTemp,712,N,162,-0.444178,Language,V3,MemoryLast,LH,OneSentence,OneSentence,V3,MemoryLast
LH_AntTemp,714,S,162,1.583879,Language,V3,MemoryLast,LH,OneSentence,OneSentence,V3,MemoryLast
LH_AntTemp,714,N,162,0.879751,Language,V3,MemoryLast,LH,OneSentence,OneSentence,V3,MemoryLast
LH_AntTemp,715,S,162,2.27485,Language,V3,MemoryLast,LH,OneSentence,OneSentence,V3,MemoryLast
LH_AntTemp,715,N,162,1.09483,Language,V3,MemoryLast,LH,OneSentence,OneSentence,V3,MemoryLast
LH_AntTemp,717,S,162,1.450618,Language,V3,MemoryLast,LH,OneSentence,OneSentence,V3,MemoryLast
LH_AntTemp,717,N,162,0.169546,Language,V3,MemoryLast,LH,OneSentence,OneSentence,V3,MemoryLast
LH_AntTemp,718,S,162,1.658347,Language,V3,MemoryLast,LH,OneSentence,OneSentence,V3,MemoryLast
LH_AntTemp,718,N,162,0.641824,Language,V3,MemoryLast,LH,OneSentence,OneSentence,V3,MemoryLast
LH_AntTemp,719,S,162,1.410392,Language,V3,MemoryLast,LH,OneSentence,OneSentence,V3,MemoryLast
LH_AntTemp,719,N,162,-0.120311,Language,V3,MemoryLast,LH,OneSentence,OneSentence,V3,MemoryLast
LH_AntTemp,720,S,162,1.592318,Language,V3,MemoryLast,LH,OneSentence,OneSentence,V3,MemoryLast
LH_AntTemp,720,N,162,0.299936,Language,V3,MemoryLast,LH,OneSentence,OneSentence,V3,MemoryLast
LH_AntTemp,722,S,162,1.691459,Language,V3,MemoryLast,LH,OneSentence,OneSentence,V3,MemoryLast
LH_AntTemp,722,N,162,0.371589,Language,V3,MemoryLast,LH,OneSentence,OneSentence,V3,MemoryLast
LH_AntTemp,724,S,162,0.541432,Language,V3,MemoryLast,LH,OneSentence,OneSentence,V3,MemoryLast
LH_AntTemp,724,N,162,0.066858,Language,V3,MemoryLast,LH,OneSentence,OneSentence,V3,MemoryLast
LH_AntTemp,838,S,162,0.521615,Language,V3,MemoryLast,LH,OneSentence,OneSentence,V3,MemoryLast
LH_AntTemp,838,N,162,0.016579,Language,V3,MemoryLast,LH,OneSentence,OneSentence,V3,MemoryLast
LH_AntTemp,840,S,162,1.380419,Language,V3,MemoryLast,LH,OneSentence,OneSentence,V3,MemoryLast
LH_AntTemp,840,N,162,0.257324,Language,V3,MemoryLast,LH,OneSentence,OneSentence,V3,MemoryLast
LH_AntTemp,841,S,162,0.694664,Language,V3,MemoryLast,LH,OneSentence,OneSentence,V3,MemoryLast
LH_AntTemp,841,N,162,0.653946,Language,V3,MemoryLast,LH,OneSentence,OneSentence,V3,MemoryLast
LH_AntTemp,842,S,162,1.182293,Language,V3,MemoryLast,LH,OneSentence,OneSentence,V3,MemoryLast
LH_AntTemp,842,N,162,0.343535,Language,V3,MemoryLast,LH,OneSentence,OneSentence,V3,MemoryLast
LH_AntTemp,843,S,162,0.554565,Language,V3,MemoryLast,LH,OneSentence,OneSentence,V3,MemoryLast
LH_AntTemp,843,N,162,0.156964,Language,V3,MemoryLast,LH,OneSentence,OneSentence,V3,MemoryLast
LH_AntTemp,849,S,162,0.550154,Language,V3,MemoryLast,LH,OneSentence,OneSentence,V3,MemoryLast
LH_AntTemp,849,N,162,-0.384845,Language,V3,MemoryLast,LH,OneSentence,OneSentence,V3,MemoryLast
LH_AntTemp,866,S,162,0.41675,Language,V3,MemoryLast,LH,OneSentence,OneSentence,V3,MemoryLast
LH_AntTemp,866,N,162,-0.006138,Language,V3,MemoryLast,LH,OneSentence,OneSentence,V3,MemoryLast
LH_PostTemp,212,S,294,2.544099,Language,V3,MemoryLast,LH,OneSentence,OneSentence,V3,MemoryLast
LH_PostTemp,212,N,294,-0.106483,Language,V3,MemoryLast,LH,OneSentence,OneSentence,V3,MemoryLast
LH_PostTemp,249,S,294,2.966734,Language,V3,MemoryLast,LH,OneSentence,OneSentence,V3,MemoryLast
LH_PostTemp,249,N,294,0.568862,Language,V3,MemoryLast,LH,OneSentence,OneSentence,V3,MemoryLast
LH_PostTemp,338,S,294,1.647439,Language,V3,MemoryLast,LH,OneSentence,OneSentence,V3,MemoryLast
LH_PostTemp,338,N,294,0.722119,Language,V3,MemoryLast,LH,OneSentence,OneSentence,V3,MemoryLast
LH_PostTemp,365,S,294,0.73705,Language,V3,MemoryLast,LH,OneSentence,OneSentence,V3,MemoryLast
LH_PostTemp,365,N,294,0.127783,Language,V3,MemoryLast,LH,OneSentence,OneSentence,V3,MemoryLast
LH_PostTemp,382,S,294,1.418462,Language,V3,MemoryLast,LH,OneSentence,OneSentence,V3,MemoryLast
LH_PostTemp,382,N,294,0.499765,Language,V3,MemoryLast,LH,OneSentence,OneSentence,V3,MemoryLast
LH_PostTemp,426,S,294,4.699067,Language,V3,MemoryLast,LH,OneSentence,OneSentence,V3,MemoryLast
LH_PostTemp,426,N,294,1.818275,Language,V3,MemoryLast,LH,OneSentence,OneSentence,V3,MemoryLast
LH_PostTemp,551,S,294,0.579828,Language,V3,MemoryLast,LH,OneSentence,OneSentence,V3,MemoryLast
LH_PostTemp,551,N,294,-0.489482,Language,V3,MemoryLast,LH,OneSentence,OneSentence,V3,MemoryLast
LH_PostTemp,553,S,294,1.519331,Language,V3,MemoryLast,LH,OneSentence,OneSentence,V3,MemoryLast
LH_PostTemp,553,N,294,0.079604,Language,V3,MemoryLast,LH,OneSentence,OneSentence,V3,MemoryLast
LH_PostTemp,584,S,294,0.991181,Language,V3,MemoryLast,LH,OneSentence,OneSentence,V3,MemoryLast
LH_PostTemp,584,N,294,-0.187576,Language,V3,MemoryLast,LH,OneSentence,OneSentence,V3,MemoryLast
LH_PostTemp,602,S,294,0.228405,Language,V3,MemoryLast,LH,OneSentence,OneSentence,V3,MemoryLast
LH_PostTemp,602,N,294,-0.729526,Language,V3,MemoryLast,LH,OneSentence,OneSentence,V3,MemoryLast
LH_PostTemp,604,S,294,1.91198,Language,V3,MemoryLast,LH,OneSentence,OneSentence,V3,MemoryLast
LH_PostTemp,604,N,294,0.743217,Language,V3,MemoryLast,LH,OneSentence,OneSentence,V3,MemoryLast
LH_PostTemp,605,S,294,1.211275,Language,V3,MemoryLast,LH,OneSentence,OneSentence,V3,MemoryLast
LH_PostTemp,605,N,294,-0.013908,Language,V3,MemoryLast,LH,OneSentence,OneSentence,V3,MemoryLast
LH_PostTemp,606,S,294,1.407072,Language,V3,MemoryLast,LH,OneSentence,OneSentence,V3,MemoryLast
LH_PostTemp,606,N,294,0.316919,Language,V3,MemoryLast,LH,OneSentence,OneSentence,V3,MemoryLast
LH_PostTemp,673,S,294,1.043273,Language,V3,MemoryLast,LH,OneSentence,OneSentence,V3,MemoryLast
LH_PostTemp,673,N,294,0.375544,Language,V3,MemoryLast,LH,OneSentence,OneSentence,V3,MemoryLast
LH_PostTemp,674,S,294,1.427901,Language,V3,MemoryLast,LH,OneSentence,OneSentence,V3,MemoryLast
LH_PostTemp,674,N,294,0.086118,Language,V3,MemoryLast,LH,OneSentence,OneSentence,V3,MemoryLast
LH_PostTemp,675,S,294,1.840158,Language,V3,MemoryLast,LH,OneSentence,OneSentence,V3,MemoryLast
LH_PostTemp,675,N,294,0.954331,Language,V3,MemoryLast,LH,OneSentence,OneSentence,V3,MemoryLast
LH_PostTemp,680,S,294,1.223785,Language,V3,MemoryLast,LH,OneSentence,OneSentence,V3,MemoryLast
LH_PostTemp,680,N,294,0.708842,Language,V3,MemoryLast,LH,OneSentence,OneSentence,V3,MemoryLast
LH_PostTemp,707,S,294,1.548916,Language,V3,MemoryLast,LH,OneSentence,OneSentence,V3,MemoryLast
LH_PostTemp,707,N,294,0.052113,Language,V3,MemoryLast,LH,OneSentence,OneSentence,V3,MemoryLast
LH_PostTemp,709,S,294,1.956349,Language,V3,MemoryLast,LH,OneSentence,OneSentence,V3,MemoryLast
LH_PostTemp,709,N,294,0.834017,Language,V3,MemoryLast,LH,OneSentence,OneSentence,V3,MemoryLast
LH_PostTemp,710,S,294,1.315146,Language,V3,MemoryLast,LH,OneSentence,OneSentence,V3,MemoryLast
LH_PostTemp,710,N,294,0.744525,Language,V3,MemoryLast,LH,OneSentence,OneSentence,V3,MemoryLast
LH_PostTemp,711,S,294,1.250758,Language,V3,MemoryLast,LH,OneSentence,OneSentence,V3,MemoryLast
LH_PostTemp,711,N,294,0.565316,Language,V3,MemoryLast,LH,OneSentence,OneSentence,V3,MemoryLast
LH_PostTemp,712,S,294,1.429345,Language,V3,MemoryLast,LH,OneSentence,OneSentence,V3,MemoryLast
LH_PostTemp,712,N,294,-0.406302,Language,V3,MemoryLast,LH,OneSentence,OneSentence,V3,MemoryLast
LH_PostTemp,714,S,294,1.20138,Language,V3,MemoryLast,LH,OneSentence,OneSentence,V3,MemoryLast
LH_PostTemp,714,N,294,0.705644,Language,V3,MemoryLast,LH,OneSentence,OneSentence,V3,MemoryLast
LH_PostTemp,715,S,294,2.525934,Language,V3,MemoryLast,LH,OneSentence,OneSentence,V3,MemoryLast
LH_PostTemp,715,N,294,1.181897,Language,V3,MemoryLast,LH,OneSentence,OneSentence,V3,MemoryLast
LH_PostTemp,717,S,294,1.826572,Language,V3,MemoryLast,LH,OneSentence,OneSentence,V3,MemoryLast
LH_PostTemp,717,N,294,0.791911,Language,V3,MemoryLast,LH,OneSentence,OneSentence,V3,MemoryLast
LH_PostTemp,718,S,294,1.558441,Language,V3,MemoryLast,LH,OneSentence,OneSentence,V3,MemoryLast
LH_PostTemp,718,N,294,0.351212,Language,V3,MemoryLast,LH,OneSentence,OneSentence,V3,MemoryLast
LH_PostTemp,719,S,294,1.612334,Language,V3,MemoryLast,LH,OneSentence,OneSentence,V3,MemoryLast
LH_PostTemp,719,N,294,0.065406,Language,V3,MemoryLast,LH,OneSentence,OneSentence,V3,MemoryLast
LH_PostTemp,720,S,294,1.49466,Language,V3,MemoryLast,LH,OneSentence,OneSentence,V3,MemoryLast
LH_PostTemp,720,N,294,0.357159,Language,V3,MemoryLast,LH,OneSentence,OneSentence,V3,MemoryLast
LH_PostTemp,722,S,294,2.194332,Language,V3,MemoryLast,LH,OneSentence,OneSentence,V3,MemoryLast
LH_PostTemp,722,N,294,0.846386,Language,V3,MemoryLast,LH,OneSentence,OneSentence,V3,MemoryLast
LH_PostTemp,724,S,294,1.305435,Language,V3,MemoryLast,LH,OneSentence,OneSentence,V3,MemoryLast
LH_PostTemp,724,N,294,0.601155,Language,V3,MemoryLast,LH,OneSentence,OneSentence,V3,MemoryLast
LH_PostTemp,838,S,294,0.772304,Language,V3,MemoryLast,LH,OneSentence,OneSentence,V3,MemoryLast
LH_PostTemp,838,N,294,0.172772,Language,V3,MemoryLast,LH,OneSentence,OneSentence,V3,MemoryLast
LH_PostTemp,840,S,294,2.416206,Language,V3,MemoryLast,LH,OneSentence,OneSentence,V3,MemoryLast
LH_PostTemp,840,N,294,0.647965,Language,V3,MemoryLast,LH,OneSentence,OneSentence,V3,MemoryLast
LH_PostTemp,841,S,294,1.012432,Language,V3,MemoryLast,LH,OneSentence,OneSentence,V3,MemoryLast
LH_PostTemp,841,N,294,1.315443,Language,V3,MemoryLast,LH,OneSentence,OneSentence,V3,MemoryLast
LH_PostTemp,842,S,294,1.570844,Language,V3,MemoryLast,LH,OneSentence,OneSentence,V3,MemoryLast
LH_PostTemp,842,N,294,0.468476,Language,V3,MemoryLast,LH,OneSentence,OneSentence,V3,MemoryLast
LH_PostTemp,843,S,294,1.079122,Language,V3,MemoryLast,LH,OneSentence,OneSentence,V3,MemoryLast
LH_PostTemp,843,N,294,0.485609,Language,V3,MemoryLast,LH,OneSentence,OneSentence,V3,MemoryLast
LH_PostTemp,849,S,294,1.800903,Language,V3,MemoryLast,LH,OneSentence,OneSentence,V3,MemoryLast
LH_PostTemp,849,N,294,0.185667,Language,V3,MemoryLast,LH,OneSentence,OneSentence,V3,MemoryLast
LH_PostTemp,866,S,294,0.745891,Language,V3,MemoryLast,LH,OneSentence,OneSentence,V3,MemoryLast
LH_PostTemp,866,N,294,0.235269,Language,V3,MemoryLast,LH,OneSentence,OneSentence,V3,MemoryLast
LH_AngG,212,S,64,0.527048,Language,V3,MemoryLast,LH,OneSentence,OneSentence,V3,MemoryLast
LH_AngG,212,N,64,-0.496484,Language,V3,MemoryLast,LH,OneSentence,OneSentence,V3,MemoryLast
LH_AngG,249,S,64,1.200538,Language,V3,MemoryLast,LH,OneSentence,OneSentence,V3,MemoryLast
LH_AngG,249,N,64,-0.82616,Language,V3,MemoryLast,LH,OneSentence,OneSentence,V3,MemoryLast
LH_AngG,338,S,64,-0.646566,Language,V3,MemoryLast,LH,OneSentence,OneSentence,V3,MemoryLast
LH_AngG,338,N,64,-1.037283,Language,V3,MemoryLast,LH,OneSentence,OneSentence,V3,MemoryLast
LH_AngG,365,S,64,-0.271813,Language,V3,MemoryLast,LH,OneSentence,OneSentence,V3,MemoryLast
LH_AngG,365,N,64,-0.263736,Language,V3,MemoryLast,LH,OneSentence,OneSentence,V3,MemoryLast
LH_AngG,382,S,64,-0.035528,Language,V3,MemoryLast,LH,OneSentence,OneSentence,V3,MemoryLast
LH_AngG,382,N,64,-0.077329,Language,V3,MemoryLast,LH,OneSentence,OneSentence,V3,MemoryLast
LH_AngG,426,S,64,3.025128,Language,V3,MemoryLast,LH,OneSentence,OneSentence,V3,MemoryLast
LH_AngG,426,N,64,0.057401,Language,V3,MemoryLast,LH,OneSentence,OneSentence,V3,MemoryLast
LH_AngG,551,S,64,-0.164749,Language,V3,MemoryLast,LH,OneSentence,OneSentence,V3,MemoryLast
LH_AngG,551,N,64,-0.267954,Language,V3,MemoryLast,LH,OneSentence,OneSentence,V3,MemoryLast
LH_AngG,553,S,64,-0.132448,Language,V3,MemoryLast,LH,OneSentence,OneSentence,V3,MemoryLast
LH_AngG,553,N,64,-1.57182,Language,V3,MemoryLast,LH,OneSentence,OneSentence,V3,MemoryLast
LH_AngG,584,S,64,-0.063992,Language,V3,MemoryLast,LH,OneSentence,OneSentence,V3,MemoryLast
LH_AngG,584,N,64,-0.580069,Language,V3,MemoryLast,LH,OneSentence,OneSentence,V3,MemoryLast
LH_AngG,602,S,64,-0.350341,Language,V3,MemoryLast,LH,OneSentence,OneSentence,V3,MemoryLast
LH_AngG,602,N,64,-0.784683,Language,V3,MemoryLast,LH,OneSentence,OneSentence,V3,MemoryLast
LH_AngG,604,S,64,0.583157,Language,V3,MemoryLast,LH,OneSentence,OneSentence,V3,MemoryLast
LH_AngG,604,N,64,0.593168,Language,V3,MemoryLast,LH,OneSentence,OneSentence,V3,MemoryLast
LH_AngG,605,S,64,-0.199226,Language,V3,MemoryLast,LH,OneSentence,OneSentence,V3,MemoryLast
LH_AngG,605,N,64,-0.677954,Language,V3,MemoryLast,LH,OneSentence,OneSentence,V3,MemoryLast
LH_AngG,606,S,64,-0.190384,Language,V3,MemoryLast,LH,OneSentence,OneSentence,V3,MemoryLast
LH_AngG,606,N,64,-0.131067,Language,V3,MemoryLast,LH,OneSentence,OneSentence,V3,MemoryLast
LH_AngG,673,S,64,0.293412,Language,V3,MemoryLast,LH,OneSentence,OneSentence,V3,MemoryLast
LH_AngG,673,N,64,0.27581,Language,V3,MemoryLast,LH,OneSentence,OneSentence,V3,MemoryLast
LH_AngG,674,S,64,0.490474,Language,V3,MemoryLast,LH,OneSentence,OneSentence,V3,MemoryLast
LH_AngG,674,N,64,0.383578,Language,V3,MemoryLast,LH,OneSentence,OneSentence,V3,MemoryLast
LH_AngG,675,S,64,0.123599,Language,V3,MemoryLast,LH,OneSentence,OneSentence,V3,MemoryLast
LH_AngG,675,N,64,0.159656,Language,V3,MemoryLast,LH,OneSentence,OneSentence,V3,MemoryLast
LH_AngG,680,S,64,1.542404,Language,V3,MemoryLast,LH,OneSentence,OneSentence,V3,MemoryLast
LH_AngG,680,N,64,1.108136,Language,V3,MemoryLast,LH,OneSentence,OneSentence,V3,MemoryLast
LH_AngG,707,S,64,0.078842,Language,V3,MemoryLast,LH,OneSentence,OneSentence,V3,MemoryLast
LH_AngG,707,N,64,0.56518,Language,V3,MemoryLast,LH,OneSentence,OneSentence,V3,MemoryLast
LH_AngG,709,S,64,-0.20991,Language,V3,MemoryLast,LH,OneSentence,OneSentence,V3,MemoryLast
LH_AngG,709,N,64,-0.204353,Language,V3,MemoryLast,LH,OneSentence,OneSentence,V3,MemoryLast
LH_AngG,710,S,64,0.139835,Language,V3,MemoryLast,LH,OneSentence,OneSentence,V3,MemoryLast
LH_AngG,710,N,64,-0.053245,Language,V3,MemoryLast,LH,OneSentence,OneSentence,V3,MemoryLast
LH_AngG,711,S,64,-0.068119,Language,V3,MemoryLast,LH,OneSentence,OneSentence,V3,MemoryLast
LH_AngG,711,N,64,-0.211807,Language,V3,MemoryLast,LH,OneSentence,OneSentence,V3,MemoryLast
LH_AngG,712,S,64,-0.137307,Language,V3,MemoryLast,LH,OneSentence,OneSentence,V3,MemoryLast
LH_AngG,712,N,64,-0.383147,Language,V3,MemoryLast,LH,OneSentence,OneSentence,V3,MemoryLast
LH_AngG,714,S,64,-0.095519,Language,V3,MemoryLast,LH,OneSentence,OneSentence,V3,MemoryLast
LH_AngG,714,N,64,0.12957,Language,V3,MemoryLast,LH,OneSentence,OneSentence,V3,MemoryLast
LH_AngG,715,S,64,0.756074,Language,V3,MemoryLast,LH,OneSentence,OneSentence,V3,MemoryLast
LH_AngG,715,N,64,0.758254,Language,V3,MemoryLast,LH,OneSentence,OneSentence,V3,MemoryLast
LH_AngG,717,S,64,-1.668321,Language,V3,MemoryLast,LH,OneSentence,OneSentence,V3,MemoryLast
LH_AngG,717,N,64,-1.985723,Language,V3,MemoryLast,LH,OneSentence,OneSentence,V3,MemoryLast
LH_AngG,718,S,64,0.564367,Language,V3,MemoryLast,LH,OneSentence,OneSentence,V3,MemoryLast
LH_AngG,718,N,64,0.086448,Language,V3,MemoryLast,LH,OneSentence,OneSentence,V3,MemoryLast
LH_AngG,719,S,64,-0.23936,Language,V3,MemoryLast,LH,OneSentence,OneSentence,V3,MemoryLast
LH_AngG,719,N,64,-0.339926,Language,V3,MemoryLast,LH,OneSentence,OneSentence,V3,MemoryLast
LH_AngG,720,S,64,0.186729,Language,V3,MemoryLast,LH,OneSentence,OneSentence,V3,MemoryLast
LH_AngG,720,N,64,-0.700567,Language,V3,MemoryLast,LH,OneSentence,OneSentence,V3,MemoryLast
LH_AngG,722,S,64,0.045824,Language,V3,MemoryLast,LH,OneSentence,OneSentence,V3,MemoryLast
LH_AngG,722,N,64,-0.508295,Language,V3,MemoryLast,LH,OneSentence,OneSentence,V3,MemoryLast
LH_AngG,724,S,64,0.331027,Language,V3,MemoryLast,LH,OneSentence,OneSentence,V3,MemoryLast
LH_AngG,724,N,64,-0.167149,Language,V3,MemoryLast,LH,OneSentence,OneSentence,V3,MemoryLast
LH_AngG,838,S,64,-0.112123,Language,V3,MemoryLast,LH,OneSentence,OneSentence,V3,MemoryLast
LH_AngG,838,N,64,-0.493693,Language,V3,MemoryLast,LH,OneSentence,OneSentence,V3,MemoryLast
LH_AngG,840,S,64,0.091889,Language,V3,MemoryLast,LH,OneSentence,OneSentence,V3,MemoryLast
LH_AngG,840,N,64,-0.435578,Language,V3,MemoryLast,LH,OneSentence,OneSentence,V3,MemoryLast
LH_AngG,841,S,64,0.553609,Language,V3,MemoryLast,LH,OneSentence,OneSentence,V3,MemoryLast
LH_AngG,841,N,64,0.575884,Language,V3,MemoryLast,LH,OneSentence,OneSentence,V3,MemoryLast
LH_AngG,842,S,64,0.587262,Language,V3,MemoryLast,LH,OneSentence,OneSentence,V3,MemoryLast
LH_AngG,842,N,64,-0.226956,Language,V3,MemoryLast,LH,OneSentence,OneSentence,V3,MemoryLast
LH_AngG,843,S,64,-0.021634,Language,V3,MemoryLast,LH,OneSentence,OneSentence,V3,MemoryLast
LH_AngG,843,N,64,0.001257,Language,V3,MemoryLast,LH,OneSentence,OneSentence,V3,MemoryLast
LH_AngG,849,S,64,-0.244535,Language,V3,MemoryLast,LH,OneSentence,OneSentence,V3,MemoryLast
